date,Dürre_unscaled,Dürre_monthly,isPartial,scale,Dürre
2022-12-01,13,13,False,0.13,1.69
2022-12-02,0,0,False,0.0,0.0
2022-12-03,0,0,False,0.0,0.0
2022-12-04,0,0,False,0.0,0.0
2022-12-05,0,0,False,0.0,0.0
2022-12-06,0,0,False,0.0,0.0
2022-12-07,28,28,False,0.28,7.840000000000001
2022-12-08,0,0,False,0.0,0.0
2022-12-09,0,0,False,0.0,0.0
2022-12-10,0,0,False,0.0,0.0
2022-12-11,15,15,False,0.15,2.25
2022-12-12,0,0,False,0.0,0.0
2022-12-13,0,0,False,0.0,0.0
2022-12-14,0,0,False,0.0,0.0
2022-12-15,19,19,False,0.19,3.61
2022-12-16,0,0,False,0.0,0.0
2022-12-17,0,0,False,0.0,0.0
2022-12-18,18,18,False,0.18,3.2399999999999998
2022-12-19,0,0,False,0.0,0.0
2022-12-20,0,0,False,0.0,0.0
2022-12-21,0,0,False,0.0,0.0
2022-12-22,0,0,False,0.0,0.0
2022-12-23,0,0,False,0.0,0.0
2022-12-24,100,100,False,1.0,100.0
2022-12-25,0,0,False,0.0,0.0
2022-12-26,0,0,False,0.0,0.0
2022-12-27,0,0,False,0.0,0.0
2022-12-28,0,0,False,0.0,0.0
2022-12-29,0,0,False,0.0,0.0
2022-12-30,0,0,False,0.0,0.0
2022-12-31,13,13,False,0.13,1.69
